ind,X,Y,Z,Vol,Zone,Phase,In
i1,18.46746809,-16.59189055,105.7,5.886780488,A,c,0
i2,18.46746809,-25.59189055,105.7,5.886780488,A,c,0
i3,7.914968085,-25.59189055,105.7,5.886780488,A,c,0
i4,7.914968085,-17.39189055,105.7,5.886780488,A,c,0
i5,-8.607531915,-25.66689055,105.7,8.67999776,A,c,0
i6,0.317468085,-25.66689055,105.55,10.8244678,A,c,0
i7,0.317468085,-16.59189055,105.7,12.01383773,A,c,0
i8,-8.607531915,-21.29804055,105.7,6.001452569,A,c,0
i9,-8.238681915,-16.59189055,105.7,19.73071712,A,c,0
i10,18.46746809,-16.59189055,110,4.238481951,A,c,0
i11,18.46746809,-25.59189055,110,4.238481951,A,c,0
i12,7.914968085,-25.59189055,110,4.238481951,A,c,0
i13,-8.352531915,-16.59189055,110,6.054974216,A,c,0
i14,0.307468085,-16.59189055,110,8.649963166,A,c,0
i15,7.914968085,-17.39189055,110,4.238481951,A,c,0
i16,-8.607531915,-25.66689055,110,6.249598387,A,c,0
i17,0.317468085,-25.67189055,110,7.352468691,A,c,0
i18,-8.607531915,-21.44189055,110,2.205740607,A,c,0
i19,-8.382531915,-16.74189055,113.6,13.83994107,A,c,0
i20,0.317468085,-25.59189055,113.6,6.054974216,A,c,0
i21,0.317468085,-16.59189055,113.6,8.649963166,A,c,0
i22,7.916497343,-17.39189055,113.6,4.238481951,A,c,0
i23,7.916497343,-25.59189055,113.6,4.238481951,A,c,0
i24,-8.606932725,-21.44189055,113.6,2.205740607,A,c,0
i25,18.46899734,-16.59189055,113.6,4.238481951,A,c,0
i26,-8.532531915,-25.44124308,113.6,11.24495212,A,c,0
i27,-8.380531915,-16.73986129,117.2,13.83994107,A,c,0
i28,0.317468085,-25.59189055,117.2,6.054974216,A,c,0
i29,0.319468085,-16.59389055,117.2,8.649963166,A,c,0
i30,7.916968085,-17.39341981,117.2,4.238481951,A,c,0
i31,7.916968085,-25.59189055,117.2,4.238481951,A,c,0
i32,-8.531531915,-25.44292054,117.2,11.24495212,A,c,0
i33,-8.530231915,-16.59158607,120.8,19.46241712,A,c,0
i34,-8.530531915,-25.59189055,120.8,14.61843775,A,c,0
i35,0.467468085,-25.59189055,120.8,4.238481951,A,c,0
i36,0.319468085,-16.59189055,120.8,6.054974216,A,c,0
i37,7.916718085,-17.39189055,120.8,14.61843775,A,c,0
i38,7.917468085,-25.59036129,120.8,14.61843775,A,c,0
i39,7.914668085,-25.59189055,124.4,4.238481951,A,c,0
i40,7.914668085,-17.39189055,124.4,4.238481951,A,c,0
i41,-8.532831915,-25.59189055,124.4,4.238481951,A,c,0
i42,-8.532831915,-16.59189055,124.4,4.238481951,A,c,0
i43,0.467168085,-25.59189055,124.4,4.238481951,A,c,0
i44,0.316235634,-16.59189055,124.4,6.054974216,A,c,0
i45,7.914343085,-25.58970305,128,4.238481951,A,c,0
i46,7.914343085,-17.38970305,128,4.238481951,A,c,0
i47,-8.531906915,-25.59220305,128,4.238481951,A,c,0
i48,-8.533156915,-16.59470305,128,4.238481951,A,c,0
i49,0.466843085,-25.58970305,128,4.238481951,A,c,0
i50,0.315910634,-16.59470305,128,6.054974216,A,c,0
i51,7.914801759,-25.58699507,131.65,4.356217561,A,c,0
i52,7.914801759,-17.38949507,131.65,4.356217561,A,c,0
i53,-8.531448241,-25.58949507,131.65,4.356217561,A,c,0
i54,-8.532698241,-16.59199507,131.65,4.356217561,A,c,0
i55,0.467301759,-25.59199507,131.65,4.356217561,A,c,0
i56,0.316369309,-16.59199507,131.65,6.223167944,A,c,0
i57,-8.534999861,-16.59311532,135.6,4.94489561,A,c,0
i58,-8.533299861,-25.59189055,135.6,4.94489561,A,c,0
i59,0.464700139,-25.59341981,135.6,4.94489561,A,c,0
i60,0.468200139,-16.59189055,135.6,4.94489561,A,c,0
i61,7.914200139,-17.39189055,135.6,4.94489561,A,c,0
i62,7.914200139,-25.59189055,135.6,4.94489561,A,c,0
i63,-8.534231915,-16.59311532,140.075,5.592441464,A,c,0
i64,-8.532531915,-25.59189055,140.075,5.592441464,A,c,0
i65,0.465468085,-25.59341981,140.075,5.592441464,A,c,0
i66,0.471468085,-16.59189055,140.075,5.592441464,A,c,0
i67,7.914999335,-17.39189055,140.075,5.592940789,A,c,0
i68,7.914968085,-25.59189055,140.075,5.592441464,A,c,0
i69,-8.532531915,-16.59189055,145.15,6.357722927,A,c,0
i70,0.492530585,-16.61695305,145.15,6.357722927,A,c,0
i71,-8.532531915,-25.59189055,145.15,6.357722927,A,c,0
i72,0.467530585,-25.59195305,145.15,6.357722927,A,c,0
i73,7.913030585,-25.59195305,145.15,6.357722927,A,c,0
i74,7.915030585,-17.39195305,145.15,6.357722927,A,c,0
i75,-8.532531915,-12.09189055,103.575,11.35307666,A,c,0
i76,-8.532531915,-19.02439055,103.575,6.136968659,A,c,0
i77,-8.532531915,-23.5350982,103.575,5.154820697,A,c,0
i78,-4.032531915,-25.59189055,103.575,11.35307666,A,c,0
i79,4.191218085,-25.59189055,103.575,9.394670932,A,c,0
i80,0.467468085,-21.0850982,103.425,15.87134887,A,c,0
i81,-4.032531915,-22.99189055,103.575,6.487472375,A,c,0
i82,-4.032531915,-21.49189055,103.575,6.487472375,A,c,0
i83,-6.032531915,-19.04189055,103.575,3.532068293,A,c,0
i84,-6.032531915,-13.95689055,103.575,3.79877549,A,c,0
i85,-4.032531915,-11.32189055,103.575,6.487472375,A,c,0
i86,-4.032531915,-16.59189055,103.575,11.35307666,A,c,0
i87,-0.432531915,-13.95689055,103.575,3.79877549,A,c,0
i88,0.467468085,-12.09189055,103.425,15.89430732,A,c,0
i89,2.178718085,-11.32189055,103.575,2.467401993,A,c,0
i90,9.467468085,-9.419390549,103.575,4.610610575,A,c,0
i91,18.46746809,-12.09189055,103.575,11.35307666,A,c,0
i92,18.46746809,-21.20439055,103.575,11.63690357,A,c,0
i93,7.914968085,-21.49189055,103.575,10.91156812,A,c,0
i94,4.191218085,-21.49189055,103.575,5.368743805,A,c,0
i95,4.019968085,-23.54189055,103.575,2.955404082,A,c,0
i96,4.019968085,-19.36689055,103.575,3.063528621,A,c,0
i97,4.019968085,-15.99439055,103.575,1.798471508,A,c,0
i98,2.243718085,-19.14189055,103.575,1.920562134,A,c,0
i99,4.191218085,-17.24189055,103.575,5.36838339,A,c,0
i100,9.902468085,-17.16689055,103.575,1.475449446,A,c,0
i101,11.53996809,-15.05939055,103.575,0.957352694,A,c,0
i102,12.76496809,-16.96689055,103.575,0.90103783,A,c,0
i103,17.32871809,-11.24689055,103.575,1.026282088,A,c,0
i104,16.18996809,-15.48189055,103.575,1.338041177,A,c,0
i105,17.32871809,-25.81689055,103.575,1.026056829,A,c,0
i106,9.727468085,-25.81689055,103.575,1.633131067,A,c,0
i107,17.19996809,-16.96689055,103.575,0.910048208,A,c,0
i108,-8.672531915,-12.04189055,107.775,6.415389348,A,c,0
i109,18.61746809,-12.09189055,107.775,6.487472375,A,c,0
i110,18.61746809,-21.20189055,107.775,6.646055033,A,c,0
i111,0.467468085,-12.95189055,107.775,13.52277575,A,c,0
i112,2.117468085,-11.27189055,107.775,1.784054903,A,c,0
i113,2.114968085,-14.72189055,107.775,1.78135179,A,c,0
i114,16.18996809,-9.419390549,107.775,1.646646634,A,c,0
i115,16.18996809,-15.48189055,107.775,1.338041177,A,c,0
i116,11.54307013,-15.12189055,107.775,1.013667559,A,c,0
i117,17.15871809,-25.81689055,107.775,0.872880398,A,c,0
i118,-8.692531915,-19.16439055,107.775,3.211298825,A,c,0
i119,4.191218085,-25.59189055,107.775,9.394670932,A,c,0
i120,2.694968085,-23.64189055,107.775,2.811238029,A,c,0
i121,7.914968085,-21.41689055,107.775,10.53313223,A,c,0
i122,4.191218085,-21.69189055,107.775,5.368743805,A,c,0
i123,4.191218085,-17.24189055,107.775,5.36838339,A,c,0
i124,5.864968085,-19.46689055,107.775,3.207694674,A,c,0
i125,-4.032531915,-25.99189055,107.625,4.541230662,A,c,0
i126,-4.037845238,-16.51189055,107.775,11.80894296,A,c,0
i127,0.467468085,-21.53689055,107.625,15.73536424,A,c,0
i128,-3.092531915,-7.236890549,107.9425,13.21094458,A,c,0
i129,-7.892531915,-12.22689055,107.9425,6.548166283,A,c,0
i130,-6.692531915,-12.05189055,107.9425,6.815594311,A,c,0
i131,-5.492531915,-11.85189055,107.9425,7.029536733,A,c,0
i132,-4.292531915,-11.88189055,107.9425,7.075381538,A,c,0
i133,-3.082531915,-12.05189055,107.9425,6.815594311,A,c,0
i134,-1.882531915,-7.766890549,107.9425,13.36376059,A,c,0
i135,-0.582531915,-11.87143796,107.9425,8.273247228,A,c,0
i136,-4.112531915,-21.39189055,107.625,4.621963652,A,c,0
i137,-4.212531915,-18.31189055,107.9425,7.151789546,A,c,0
i138,-4.212531915,-19.51189055,107.9425,7.151789546,A,c,0
i139,-4.212531915,-20.71189055,107.9425,7.151789546,A,c,0
i140,-4.212531915,-17.32689055,107.9425,4.618864082,A,c,0
i141,6.714740388,-20.63877331,107.7875,0.592123541,A,c,0
i142,9.841131756,-17.16689055,107.775,1.420881126,A,c,0
i143,12.70401911,-16.94189055,107.775,0.836847159,A,c,0
i144,-8.707531915,-12.09189055,111.375,9.722198184,A,c,0
i145,-4.032531915,-16.51689055,111.375,11.79458519,A,c,0
i146,-4.182531915,-25.99189055,110.8,7.30441334,A,c,0
i147,-3.857577124,-21.39189055,111.225,4.364672871,A,c,0
i148,-8.707531915,-19.26613196,111.375,5.443311536,A,c,0
i149,0.467468085,-21.41612592,111.225,14.74991719,A,c,0
i150,3.842343085,-17.24036129,111.375,5.369644843,A,c,0
i151,4.016228242,-21.69537318,111.375,5.11610744,A,c,0
i152,4.017468085,-25.59189055,111.375,8.956316028,A,c,0
i153,2.692468085,-23.74713657,111.375,2.659509001,A,c,0
i154,7.916968085,-21.49036129,111.375,9.462158666,A,c,0
i155,9.903468085,-17.16646853,111.375,1.474548408,A,c,0
i156,6.992135885,-20.64189055,111.3875,0.644425471,A,c,0
i157,5.864188984,-19.46786724,111.375,3.211307395,A,c,0
i158,18.56746809,-21.08536129,111.375,7.487624366,A,c,0
i159,18.56746809,-12.11117693,111.375,7.523665879,A,c,0
i160,0.467468085,-12.01689055,111.375,10.28084164,A,c,0
i161,2.293721581,-11.26909372,111.375,1.594836959,A,c,0
i162,2.293721581,-14.72159372,111.375,1.594836959,A,c,0
i163,11.53592935,-15.18492524,111.375,0.956870919,A,c,0
i164,16.18996809,-15.47533195,111.375,1.225411449,A,c,0
i165,12.69977702,-16.96689055,111.375,1.04503173,A,c,0
i166,16.19046809,-9.316742133,111.375,1.621734365,A,c,0
i167,-8.958031915,-21.43912629,111.5425,12.56835323,A,c,0
i168,-8.620031915,-19.03912629,111.5425,13.08487136,A,c,0
i169,-8.632531915,-17.83912629,111.5425,13.06576936,A,c,0
i170,-8.867531915,-16.63912629,111.5425,12.70665172,A,c,0
i171,-4.208031915,-17.31763196,111.5425,4.465570516,A,c,0
i172,-4.383031915,-18.29263196,111.5425,6.877484797,A,c,0
i173,-4.370531915,-19.49263196,111.5425,6.858382795,A,c,0
i174,-4.208031915,-20.69263196,111.5425,7.144912825,A,c,0
i175,-7.780531915,-12.09036129,111.5425,6.341864661,A,c,0
i176,-6.580531915,-12.08986129,111.5425,6.341864661,A,c,0
i177,-5.380531915,-12.08986129,111.5425,6.341864661,A,c,0
i178,-4.180531915,-12.08936129,111.5425,6.341864661,A,c,0
i179,-2.980531915,-12.08936129,111.5425,6.341864661,A,c,0
i180,-1.780531915,-12.08886129,111.5425,6.341864661,A,c,0
i181,-0.580531915,-12.08886129,111.5425,6.341864661,A,c,0
i182,0.064468085,-9.613056078,111.5425,0.317093233,A,c,0
i183,17.4536857,-25.81689055,111.375,0.913456281,A,c,0
i184,-8.605231915,-12.09189055,114.975,12.71364378,A,c,0
i185,-4.032531915,-16.60189055,114.975,13.87598258,A,c,0
i186,0.467468085,-21.34175823,114.975,10.72268399,A,c,0
i187,4.017218085,-17.24036129,114.975,5.117534458,A,c,0
i188,4.017468085,-25.59189055,114.975,8.956316028,A,c,0
i189,2.692468085,-23.69201754,114.975,2.738971924,A,c,0
i190,7.916968085,-21.49036129,114.975,9.462158666,A,c,0
i191,9.903468085,-17.16646853,114.975,1.474548408,A,c,0
i192,5.864188984,-19.41612592,114.975,3.137053308,A,c,0
i193,0.467468085,-12.01689055,114.975,10.28084164,A,c,0
i194,2.293721581,-11.26909372,114.975,1.594836959,A,c,0
i195,2.293721581,-14.72159372,114.975,1.594836959,A,c,0
i196,11.53592935,-15.18492524,114.975,0.956870919,A,c,0
i197,16.18996809,-15.47533195,114.975,1.225411449,A,c,0
i198,12.69977702,-16.96689055,114.975,1.04503173,A,c,0
i199,16.19046809,-9.316742133,114.975,1.621734365,A,c,0
i200,-7.580531915,-12.09036129,115.1425,6.341864661,A,c,0
i201,-6.380531915,-12.08986129,115.1425,6.341864661,A,c,0
i202,-5.180531915,-12.08986129,115.1425,6.341864661,A,c,0
i203,-3.980531915,-12.08936129,115.1425,6.341864661,A,c,0
i204,-2.780531915,-12.08936129,115.1425,6.341864661,A,c,0
i205,-1.580531915,-12.08886129,115.1425,6.341864661,A,c,0
i206,-4.180531915,-25.51536129,114.975,12.25411449,A,c,0
i207,-0.432531915,-12.08886129,115.1425,5.812675533,A,c,0
i208,-7.580531915,-21.09086129,115.1425,6.341864661,A,c,0
i209,-6.380531915,-21.09036129,115.1425,6.341864661,A,c,0
i210,-5.180531915,-21.09036129,115.1425,6.341864661,A,c,0
i211,-3.980531915,-21.08986129,115.1425,6.341864661,A,c,0
i212,-2.780531915,-21.08986129,115.1425,6.341864661,A,c,0
i213,-1.580531915,-21.08936129,115.1425,6.341864661,A,c,0
i214,-0.380531915,-21.08936129,115.1425,6.341864661,A,c,0
i215,-8.605531915,-21.09189055,114.975,12.71364378,A,c,0
i216,4.192218085,-21.59189055,114.975,5.36982505,A,c,0
i217,6.715466809,-20.64189055,114.9625,0.593172592,A,c,0
i218,-8.605231915,-11.91608607,118.575,13.25222585,A,c,0
i219,-4.032531915,-16.60189055,118.575,13.87598258,A,c,0
i220,0.467468085,-21.26675823,118.575,10.91190194,A,c,0
i221,4.017218085,-17.24036129,118.575,5.117534458,A,c,0
i222,4.017468085,-25.59189055,118.575,8.956316028,A,c,0
i223,2.692468085,-23.74201754,118.575,2.666888897,A,c,0
i224,7.916968085,-21.49036129,118.575,9.460897213,A,c,0
i225,9.876968085,-17.16646853,118.575,1.450670906,A,c,0
i226,5.864188984,-19.46612592,118.575,3.209136335,A,c,0
i227,0.467468085,-12.01689055,118.575,10.28084164,A,c,0
i228,2.293721581,-11.26909372,118.575,1.594836959,A,c,0
i229,2.293721581,-14.72159372,118.575,1.594836959,A,c,0
i230,11.53592935,-15.18492524,118.575,0.956870919,A,c,0
i231,16.18996809,-15.47533195,118.575,1.225411449,A,c,0
i232,12.69977702,-16.96689055,118.575,1.04503173,A,c,0
i233,16.19046809,-9.316742133,118.575,1.621734365,A,c,0
i234,-7.580531915,-12.09036129,118.7425,6.341864661,A,c,0
i235,-6.380531915,-12.08986129,118.7425,6.341864661,A,c,0
i236,-5.180531915,-12.08986129,118.7425,6.341864661,A,c,0
i237,-3.980531915,-12.08936129,118.7425,6.341864661,A,c,0
i238,-2.780531915,-12.08936129,118.7425,6.341864661,A,c,0
i239,-1.580531915,-12.08886129,118.7425,6.341864661,A,c,0
i240,-4.180531915,-25.51536129,118.575,12.25411449,A,c,0
i241,-0.432531915,-12.08886129,118.7425,5.812675533,A,c,0
i242,-7.580531915,-21.09086129,118.7425,6.341864661,A,c,0
i243,-6.380531915,-21.09036129,118.7425,6.341864661,A,c,0
i244,-5.180531915,-21.09036129,118.7425,6.341864661,A,c,0
i245,-3.980531915,-21.08986129,118.7425,6.341864661,A,c,0
i246,-2.780531915,-21.08986129,118.7425,6.341864661,A,c,0
i247,-1.580531915,-21.08936129,118.7425,6.341864661,A,c,0
i248,-0.380531915,-21.08936129,118.7425,6.341864661,A,c,0
i249,-8.605531915,-21.09189055,118.575,12.71364378,A,c,0
i250,4.192218085,-21.69189055,118.575,5.36982505,A,c,0
i251,6.715466809,-20.64189055,118.5625,0.593172592,A,c,0
i252,-8.607831915,-12.05189055,122.175,13.90841994,A,c,0
i253,-8.592831915,-21.09189055,122.175,13.7858788,A,c,0
i254,-4.070331915,-10.91954057,122.175,11.44768563,A,c,0
i255,-4.18829814,-16.59189055,122.175,10.10423822,A,c,0
i256,-5.931489497,-13.57553044,122.175,3.829035768,A,c,0
i257,0.467168085,-12.10189055,122.175,10.47005958,A,c,0
i258,-2.907837687,-14.14943101,122.1625,4.213776814,A,c,0
i259,-5.937818888,-18.95975597,122.1875,3.299869506,A,c,0
i260,-4.062831915,-21.32762139,122.175,6.53072219,A,c,0
i261,-1.532831915,-19.13187421,122.1625,3.060004628,A,c,0
i262,-4.242848802,-25.59189055,122.175,10.97459816,A,c,0
i263,0.467168085,-21.26689055,122.175,10.91156812,A,c,0
i264,2.178418085,-11.27312436,122.175,1.850551495,A,c,0
i265,2.287168085,-14.72189055,122.175,1.578618278,A,c,0
i266,-0.810097621,-17.98406638,122.1625,0.648026407,A,c,0
i267,4.190918085,-25.59189055,122.175,9.394670932,A,c,0
i268,4.01469764,-21.35227141,122.175,5.11433333,A,c,0
i269,4.987360537,-23.47208098,122.225,2.648810943,A,c,0
i270,7.914668085,-21.66689055,122.175,9.902405749,A,c,0
i271,4.008633411,-17.24474508,122.175,5.105640759,A,c,0
i272,5.87685541,-19.40428061,122.175,2.80834145,A,c,0
i273,6.895761747,-20.6559873,122.175,0.734526039,A,c,0
i274,9.908523219,-17.16075018,122.175,1.46972323,A,c,0
i275,16.18692346,-9.381890549,122.175,1.680435553,A,c,0
i276,11.54769632,-15.05761865,122.175,0.955756142,A,c,0
i277,12.77876643,-16.96973825,122.175,0.991141613,A,c,0
i278,16.18966809,-15.48063402,122.175,1.21640107,A,c,0
i279,16.16466809,-24.50439055,122.175,0.946089721,A,c,0
i280,-8.683156915,-12.03970305,125.775,6.545138796,A,c,0
i281,-8.683156915,-21.07970305,125.775,6.487472375,A,c,0
i282,-6.65804731,-7.41687587,125.9425,13.48601341,A,c,0
i283,-4.183606253,-16.58970305,125.98,6.534738376,A,c,0
i284,0.466843085,-11.91737587,125.775,10.91282957,A,c,0
i285,-4.04319069,-25.51970305,125.775,12.71364378,A,c,0
i286,0.466843085,-21.26220305,125.775,10.89264632,A,c,0
i287,2.178093085,-11.27187587,125.775,1.850281183,A,c,0
i288,2.290593085,-14.72187587,125.775,1.593485402,A,c,0
i289,4.015578308,-21.09008391,125.775,5.116071494,A,c,0
i290,7.914343085,-21.65470305,125.775,9.902405749,A,c,0
i291,4.009575748,-17.23970305,125.775,5.10741784,A,c,0
i292,5.86653041,-19.28739348,125.775,2.95207447,A,c,0
i293,9.726843085,-17.16687587,125.775,1.633131067,A,c,0
i294,16.18659846,-9.37578946,125.775,1.674951466,A,c,0
i295,11.54237132,-15.05220305,125.775,0.961857883,A,c,0
i296,12.77139226,-16.96755075,125.775,0.997493184,A,c,0
i297,16.18960416,-15.4601612,125.775,1.244977192,A,c,0
i298,-7.883156915,-16.41458267,125.9425,13.48250902,A,c,0
i299,-6.683156915,-12.09078946,125.9425,7.409284533,A,c,0
i300,-5.493156915,-7.766996255,125.9425,13.48250902,A,c,0
i301,-4.293156915,-7.766996255,125.9425,13.48250902,A,c,0
i302,-3.093156915,-12.09078946,125.9425,6.875060508,A,c,0
i303,-1.879865427,-12.09078946,125.9425,6.875060508,A,c,0
i304,-0.594975032,-12.09078946,125.9425,7.734443071,A,c,0
i305,-7.873156915,-20.81970305,125.9425,6.693341498,A,c,0
i306,-6.693156915,-16.78720305,125.9425,12.92441455,A,c,0
i307,-5.493156915,-20.89470305,125.9425,6.578729486,A,c,0
i308,-4.293156915,-20.91720305,125.9425,6.61311309,A,c,0
i309,-3.085656915,-21.05470305,125.9425,6.823235111,A,c,0
i310,-1.879865427,-21.05470305,125.9425,6.823235111,A,c,0
i311,-0.609975032,-21.05470305,125.9425,7.6761395,A,c,0
i312,6.890436747,-20.44187587,125.775,0.738062676,A,c,0
i313,16.16460416,-24.49828946,125.775,0.95047699,A,c,0
i314,-4.245073048,-16.58699507,129.58,6.431572092,A,c,0
i315,0.467301759,-11.86699507,129.375,11.02509889,A,c,0
i316,-4.212090128,-25.51699507,129.375,13.23291188,A,c,0
i317,0.467301759,-21.25949507,129.375,10.89264632,A,c,0
i318,2.178551759,-11.27189055,129.375,1.850281183,A,c,0
i319,2.291051759,-14.72189055,129.375,1.592944779,A,c,0
i320,4.016036982,-21.08737593,129.375,5.116071494,A,c,0
i321,7.914801759,-21.65199507,129.375,9.902405749,A,c,0
i322,4.009534422,-17.23699507,129.375,5.10669701,A,c,0
i323,5.866989084,-19.2846855,129.375,2.95207447,A,c,0
i324,9.901729327,-17.16689055,129.375,1.47596523,A,c,0
i325,16.18705714,-9.374442807,129.375,1.673724855,A,c,0
i326,11.53965479,-15.05182876,129.375,0.96396063,A,c,0
i327,12.77890011,-16.96689055,129.375,0.991141613,A,c,0
i328,16.18980176,-15.41917855,129.375,1.281535296,A,c,0
i329,-4.032073241,-10.92160444,129.375,11.3518152,A,c,0
i330,-5.98268193,-13.92930125,129.375,3.831492268,A,c,0
i331,-2.55268193,-15.28893318,129.375,1.871364581,A,c,0
i332,-2.932808924,-13.9908713,129.375,4.396881527,A,c,0
i333,-0.308697984,-15.28893318,129.375,1.169602863,A,c,0
i334,-5.98268193,-19.13912849,129.375,3.679310025,A,c,0
i335,-2.932808924,-18.29126192,129.375,4.396881527,A,c,0
i336,-5.98268193,-24.34632081,129.375,3.8276936,A,c,0
i337,-2.932808924,-22.99126192,129.375,4.396881527,A,c,0
i338,-8.531448241,-21.04699507,129.25,15.03820124,A,c,0
i339,-4.032073241,-21.69126192,129.375,11.3518152,A,c,0
i340,-4.36047944,-15.81999919,129.375,1.753998974,A,c,0
i341,-8.531448241,-12.05449507,129.25,15.21312272,A,c,0
i342,6.890895422,-20.44237593,129.375,0.73813019,A,c,0
i343,16.16480176,-24.38689055,129.375,1.030787277,A,c,0
i344,-2.55268193,-12.45623787,129.375,2.212420438,A,c,0
i345,-0.307845205,-12.45623787,129.375,1.382762774,A,c,0
i346,-8.68578976,-11.91749587,133.075,6.236189738,A,c,0
i347,-4.18763976,-16.59189055,133.075,14.41606465,A,c,0
i348,0.46221024,-21.26778749,133.075,10.91316339,A,c,0
i349,4.01196024,-17.24189055,133.075,5.117894873,A,c,0
i350,4.01221024,-25.59341981,133.025,10.1504915,A,c,0
i351,3.56721024,-23.64281596,133.075,2.812108566,A,c,0
i352,7.91171024,-21.49189055,133.075,9.460897213,A,c,0
i353,9.90021024,-17.16799779,133.075,1.476350484,A,c,0
i354,5.858931139,-19.46705133,133.075,3.207926472,A,c,0
i355,0.46571024,-12.09265518,133.075,10.4681305,A,c,0
i356,2.115021866,-11.27062298,133.075,1.783310602,A,c,0
i357,2.115021866,-14.72312298,133.075,1.783310602,A,c,0
i358,11.5306715,-15.1864545,133.075,0.956870919,A,c,0
i359,16.18471024,-15.47686121,133.075,1.225411449,A,c,0
i360,12.69651918,-16.96841981,133.075,1.043229655,A,c,0
i361,16.18521024,-9.318271391,133.075,1.621734365,A,c,0
i362,-7.88578976,-12.09149587,133.2425,6.341864661,A,c,0
i363,-6.68578976,-12.09099587,133.2425,6.341864661,A,c,0
i364,-5.48578976,-12.09099587,133.2425,6.341864661,A,c,0
i365,-4.28578976,-12.09049587,133.2425,6.341864661,A,c,0
